NumberOfProtectedMethod;NumberOfPrivateMethod;NumberOfLogStatements;MethodLength;NumberOfTryCatch;NumberOfParameters_CK;NPathComplexity;NumberOfAnonymousClasses;NumberOfStringLiterals;CBO;BooleanExpressionComplexity;NumberOfNumbers;CyclomaticComplexity;IsConstructor;NumberOfVariables;NumberOfAssignments;ThrowsCount;NumberOfMathOperations;NCSSForThisClass;NumberOfMethods_Checkstyle;MaxNumberOfNestedBlocks;LOCMethod_CK;FileLength;Maximum Depth;ClassFanOutComplexity;NestedTryDepth;NumberOfLoops;RFC;ExecutableStatementCount;AnonymousInnerClassLength;NumberOfPublicMethods_Checkstyle;WMC_CK;NumberOfLambdas;NumberOfPackageMethod;NestedForDepth;NumberOfInnerClasses;NumberOfUniqueWords;NumberOfParenthesizedExps;ClassDataAbstractionCoupling;NumberOfComparisons;NCSSForThisMethod;NumberOfModifiers;BuggedMethods;Returns;NCSSForThisFile;NestedIfElseDepth
0.0;0.0;0.0;21.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;2.0;False;4.0;4.0;1.0;0.0;0.0;0.0;1.0;13.0;0.0;3.0;0.0;0.0;1.0;13.0;10.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;11.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;45.0;0.0;0.0;2.0;0.0;20.0;3.0;0.0;2.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;31.0;0.0;3.0;0.0;0.0;1.0;18.0;28.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;29.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;48.0;0.0;0.0;2.0;0.0;23.0;3.0;0.0;2.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;34.0;0.0;3.0;0.0;0.0;1.0;18.0;31.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;32.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;2.0;False;4.0;4.0;1.0;0.0;0.0;0.0;1.0;13.0;0.0;3.0;0.0;0.0;1.0;13.0;10.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;11.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;44.0;0.0;0.0;2.0;0.0;21.0;3.0;0.0;2.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;30.0;0.0;3.0;0.0;0.0;1.0;18.0;27.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;28.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;45.0;0.0;0.0;2.0;0.0;18.0;3.0;0.0;2.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;30.0;0.0;3.0;0.0;0.0;1.0;18.0;27.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;28.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;33.0;0.0;0.0;2.0;0.0;5.0;3.0;0.0;2.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;17.0;0.0;3.0;0.0;0.0;1.0;16.0;14.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;15.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;42.0;0.0;0.0;2.0;0.0;10.0;3.0;0.0;1.0;2.0;False;6.0;11.0;1.0;0.0;0.0;0.0;1.0;29.0;0.0;3.0;0.0;0.0;1.0;17.0;26.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;27.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;33.0;0.0;0.0;2.0;0.0;9.0;3.0;0.0;2.0;2.0;False;7.0;7.0;1.0;0.0;0.0;0.0;1.0;23.0;0.0;3.0;0.0;0.0;1.0;18.0;20.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;False;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;2.0;False;0.0;0.0;0.0
0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;False;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;2.0;False;0.0;0.0;0.0
0.0;0.0;0.0;11.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;False;2.0;2.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;1.0;7.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;6.0;2.0;False;1.0;0.0;0.0
0.0;12.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;1.0;False;2.0;4.0;1.0;0.0;718.0;31.0;0.0;7.0;2012.0;2.0;44.0;0.0;0.0;6.0;5.0;0.0;19.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;14.0;0.0;6.0;1.0;False;0.0;774.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;42.0;0.0;0.0;3.0;0.0;13.0;13.0;0.0;2.0;3.0;False;9.0;10.0;1.0;1.0;0.0;0.0;2.0;30.0;0.0;4.0;0.0;0.0;1.0;23.0;26.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;1.0;27.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;52.0;0.0;0.0;3.0;0.0;17.0;13.0;0.0;5.0;3.0;False;9.0;10.0;1.0;1.0;0.0;0.0;2.0;39.0;0.0;4.0;0.0;0.0;1.0;22.0;35.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0;1.0;36.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;55.0;0.0;0.0;3.0;0.0;17.0;13.0;0.0;5.0;3.0;False;9.0;10.0;1.0;1.0;0.0;0.0;2.0;39.0;0.0;4.0;0.0;0.0;1.0;22.0;35.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;1.0;36.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;4.0;7.0;0.0;0.0;1.0;False;3.0;3.0;1.0;1.0;0.0;0.0;0.0;7.0;0.0;2.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;6.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;3.0;5.0;0.0;0.0;1.0;False;2.0;2.0;1.0;1.0;0.0;0.0;0.0;7.0;0.0;2.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;6.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;3.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;3.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;3.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;3.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;102.0;0.0;0.0;0.0;0.0;21.0;12.0;0.0;0.0;1.0;False;19.0;21.0;2.0;1.0;0.0;0.0;0.0;39.0;0.0;2.0;0.0;0.0;0.0;19.0;37.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;38.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;2.0;False;0.0;0.0;0.0
0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;12.0;7.0;0.0;0.0;1.0;False;5.0;5.0;1.0;0.0;37.0;2.0;0.0;13.0;141.0;2.0;11.0;0.0;0.0;12.0;11.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;3.0;0.0;12.0;1.0;False;0.0;52.0;0.0
0.0;0.0;0.0;46.0;0.0;0.0;0.0;0.0;22.0;7.0;0.0;0.0;1.0;False;8.0;8.0;1.0;0.0;0.0;0.0;0.0;23.0;0.0;2.0;0.0;0.0;0.0;13.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;22.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;41.0;0.0;1.0;1.0;0.0;35.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;11.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;4.0;2.0;0.0;0.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;13.0;0.0;3.0;0.0;0.0;1.0;10.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;11.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;12.0;0.0;1.0;1.0;0.0;8.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;11.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;10.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;0.0;66.0;6.0;0.0;10.0;204.0;0.0;13.0;0.0;0.0;3.0;8.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;4.0;0.0;9.0;1.0;False;1.0;85.0;0.0
0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;17.0;4.0;0.0;2.0;1.0;False;5.0;5.0;1.0;2.0;0.0;0.0;0.0;17.0;0.0;2.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;16.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;2.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;6.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;4.0;2.0;0.0;0.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;13.0;0.0;3.0;0.0;0.0;1.0;10.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;11.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;10.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;0.0;55.0;5.0;0.0;10.0;158.0;0.0;13.0;0.0;0.0;3.0;8.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;4.0;0.0;9.0;1.0;False;1.0;75.0;0.0
0.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;12.0;4.0;0.0;0.0;1.0;False;7.0;10.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;2.0;0.0;0.0;0.0;12.0;16.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;17.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;False;3.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;6.0;2.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;4.0;2.0;0.0;0.0;2.0;False;5.0;5.0;0.0;0.0;0.0;0.0;1.0;13.0;0.0;3.0;0.0;0.0;1.0;10.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;11.0;2.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;12.0;0.0;1.0;1.0;0.0;6.0;2.0;0.0;0.0;1.0;False;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;10.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;9.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;0.0;1.0;False;2.0;2.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;2.0;0.0;0.0;0.0;3.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;11.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;13.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;0.0;1.0;False;3.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;2.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;12.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;12.0;0.0;1.0;1.0;0.0;6.0;2.0;0.0;0.0;1.0;False;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;3.0;1.0;False;1.0;0.0;0.0
0.0;6.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;8.0;3.0;0.0;3.0;1471.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;11.0;0.0;2.0;1.0;False;1.0;660.0;0.0
0.0;0.0;0.0;20.0;0.0;0.0;2.0;0.0;5.0;5.0;0.0;1.0;2.0;False;5.0;5.0;1.0;0.0;0.0;0.0;1.0;15.0;0.0;3.0;0.0;0.0;1.0;15.0;12.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;13.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;13.0;5.0;0.0;1.0;1.0;False;5.0;5.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0;2.0;0.0;0.0;0.0;14.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;14.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;97.0;0.0;0.0;0.0;0.0;58.0;5.0;0.0;6.0;1.0;False;14.0;23.0;1.0;0.0;0.0;0.0;0.0;60.0;0.0;2.0;0.0;0.0;0.0;18.0;58.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;59.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;54.0;5.0;0.0;6.0;1.0;False;14.0;22.0;1.0;0.0;0.0;0.0;0.0;57.0;0.0;2.0;0.0;0.0;0.0;18.0;55.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;39.0;0.0;0.0;0.0;56.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;97.0;0.0;0.0;0.0;0.0;58.0;5.0;0.0;6.0;1.0;False;14.0;23.0;1.0;0.0;0.0;0.0;0.0;60.0;0.0;2.0;0.0;0.0;0.0;18.0;58.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;59.0;1.0;False;0.0;0.0;0.0
