NumberOfAssignments_75%;RFC_50%;LOCMethod_CK_count;NumberOfVariables_min;NumberOfStringLiterals_mean;NumberOfLambdas_50%;NumberOfLambdas_mean;NumberOfModifiers_mean;LOCMethod_CK_25%;NumberOfParameters_CK_mean;NumberOfInnerClasses_mean;WMC_CK_mean;NumberOfMathOperations_75%;NumberOfParenthesizedExps_max;NumberOfStringLiterals_min;NumberOfComparisons_min;NumberOfLogStatements_max;NumberOfStringLiterals_std;NumberOfModifiers_min;LOCMethod_CK_50%;NumberOfLoops_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_75%;NumberOfLogStatements_25%;NumberOfAssignments_min;NumberOfParenthesizedExps_std;NumberOfAnonymousClasses_75%;NumberOfAssignments_50%;CBO_count;NumberOfLambdas_count;NumberOfLoops_75%;NumberOfLoops_25%;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;NumberOfModifiers_count;LOCMethod_CK_75%;NumberOfMathOperations_count;NumberOfAssignments_mean;NumberOfUniqueWords_min;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_50%;NumberOfLoops_min;NumberOfStringLiterals_75%;NumberOfUniqueWords_75%;NumberOfInnerClasses_75%;MaxNumberOfNestedBlocks_mean;NumberOfComparisons_count;NumberOfStringLiterals_max;NumberOfComparisons_mean;Returns_mean;RFC_mean;NumberOfMathOperations_max;NumberOfParameters_CK_count;IsConstructor_count;NumberOfLoops_count;CBO_max;NumberOfNumbers_min;NumberOfAnonymousClasses_50%;NumberOfMathOperations_min;NumberOfVariables_75%;NumberOfLogStatements_std;NumberOfUniqueWords_25%;NumberOfModifiers_75%;NumberOfAssignments_max;NumberOfLogStatements_50%;Returns_min;LOCMethod_CK_std;NumberOfNumbers_75%;NumberOfTryCatch_count;NumberOfVariables_50%;Returns_75%;NumberOfTryCatch_75%;NumberOfUniqueWords_mean;NumberOfParenthesizedExps_50%;NumberOfTryCatch_max;NumberOfModifiers_50%;Bugged;NumberOfNumbers_25%;CBO_std;LOCMethod_CK_mean;NumberOfUniqueWords_50%;NumberOfMathOperations_std;NumberOfLogStatements_count;RFC_count;NumberOfAnonymousClasses_count;NumberOfModifiers_25%;MaxNumberOfNestedBlocks_std;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfNumbers_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfUniqueWords_max;NumberOfParameters_CK_std;CBO_25%;NumberOfComparisons_50%;Returns_max;WMC_CK_std;MaxNumberOfNestedBlocks_25%;NumberOfTryCatch_mean;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfAnonymousClasses_mean;NumberOfParameters_CK_max;NumberOfLambdas_75%;WMC_CK_25%;NumberOfParameters_CK_25%;CBO_mean;NumberOfAssignments_count;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLambdas_max;WMC_CK_max;RFC_75%;NumberOfLambdas_min;NumberOfVariables_25%;MaxNumberOfNestedBlocks_count;NumberOfModifiers_max;NumberOfUniqueWords_std;NumberOfLoops_max;NumberOfNumbers_std;RFC_max;NumberOfInnerClasses_25%;NumberOfStringLiterals_50%;NumberOfStringLiterals_25%;MaxNumberOfNestedBlocks_min;Returns_25%;NumberOfInnerClasses_50%;CBO_min;NumberOfLoops_std;NumberOfInnerClasses_std;NumberOfNumbers_max;NumberOfParameters_CK_50%;WMC_CK_50%;MaxNumberOfNestedBlocks_max;Returns_std;IsConstructor_freq;Returns_count;NumberOfNumbers_mean;WMC_CK_count;WMC_CK_min;NumberOfMathOperations_50%;NumberOfLogStatements_min;NumberOfParenthesizedExps_count;NumberOfVariables_count;NumberOfInnerClasses_max;NumberOfComparisons_std;CBO_50%;WMC_CK_75%;NumberOfAnonymousClasses_max;NumberOfComparisons_25%;NumberOfInnerClasses_count;IsConstructor_unique;NumberOfComparisons_max;NumberOfTryCatch_25%;NumberOfLoops_mean;NumberOfParenthesizedExps_75%;NumberOfTryCatch_std;NumberOfVariables_mean;LOCMethod_CK_max;NumberOfUniqueWords_count;NumberOfVariables_max;NumberOfMathOperations_mean;NumberOfComparisons_75%;NumberOfParenthesizedExps_min;NumberOfVariables_std;NumberOfParenthesizedExps_25%;Returns_50%;NumberOfParenthesizedExps_mean;NumberOfLambdas_25%;LOCMethod_CK_min;NumberOfNumbers_count;NumberOfTryCatch_50%;NumberOfModifiers_std;NumberOfAnonymousClasses_min;RFC_min;RFC_25%;IsConstructor_top;NumberOfLambdas_std;RFC_std;NumberOfAssignments_std
4.0;1.0;3.0;0.0;1.6666666666666667;0.0;0.0;1.0;4.0;1.0;0.0;1.3333333333333333;0.0;1.0;0.0;0.0;0.0;2.8867513459481287;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.5773502691896258;1.0;0.0;3.0;3.0;0.0;0.0;0.5;0.0;3.0;23.5;3.0;2.6666666666666665;5.0;3.0;0.0;0.0;2.5;18.0;0.0;0.3333333333333333;3.0;5.0;0.0;0.6666666666666666;5.333333333333333;0.0;3.0;3.0;3.0;10.0;0.0;0.0;0.0;3.5;0.0;5.5;1.0;8.0;0.0;0.0;21.962088546705512;10.0;3.0;0.0;1.0;0.0;13.666666666666664;0.0;0.0;1.0;False;0.0;5.196152422706632;16.666666666666668;6.0;0.0;3.0;3.0;3.0;1.0;0.5773502691896258;0.0;0.0;0.0;0.0;1.0;30.0;0.0;1.0;0.0;1.0;0.5773502691896257;0.0;0.0;0.0;0.0;0.6666666666666666;1.0;0.0;1.0;1.0;4.0;3.0;5.5;1.1547005383792517;0.0;2.0;7.5;0.0;0.0;3.0;1.0;14.153915830374766;0.0;11.547005383792515;14.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;20.0;1.0;1.0;1.0;0.5773502691896258;3.0;3.0;6.666666666666668;3.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;1.0;1.5;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.5;0.0;2.333333333333333;42.0;3.0;7.0;0.0;0.0;0.0;4.0414518843273814;0.0;1.0;0.3333333333333333;0.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;False;0.0;7.505553499465137;4.618802153517007
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;1.5;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4.5;0.0;2.0;0.0;0.0;0.0;0.5;0.0;0.0;4.0;4.0;0.0;0.0;1.25;0.0;4.0;9.0;4.0;0.0;7.0;4.0;0.5;0.0;0.0;18.75;0.0;0.75;4.0;0.0;0.75;1.75;1.25;0.0;4.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;14.5;1.0;0.0;0.0;0.0;7.14142842854285;0.75;4.0;0.0;2.5;0.0;15.75;0.0;0.0;1.0;False;0.0;1.4142135623730951;7.5;17.5;0.0;4.0;4.0;4.0;1.0;0.957427107756338;0.0;0.0;0.0;0.0;1.0;21.0;0.5773502691896257;1.0;0.0;4.0;1.4142135623730951;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;4.0;2.5;0.0;0.0;4.0;1.5;0.0;0.0;4.0;1.0;6.075908711186062;0.0;1.5;3.0;0.0;0.0;0.0;0.0;0.75;0.0;1.0;0.0;0.0;3.0;1.5;1.5;2.0;1.707825127659933;3.0;4.0;0.75;4.0;1.0;0.0;0.0;4.0;4.0;0.0;1.5;1.5;2.5;0.0;0.0;4.0;2.0;3.0;0.0;0.0;0.25;0.0;0.0;18.0;4.0;0.0;0.0;0.75;0.0;0.0;0.0;1.5;0.25;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.75;False;0.0;1.2583057392117916;0.0
1.0;1.0;8.0;0.0;0.0;0.0;0.0;1.0;3.0;0.5;0.0;1.625;0.0;4.0;0.0;0.0;0.0;0.0;1.0;4.5;0.0;1.0;0.0;0.0;0.0;1.4142135623730951;0.0;0.5;8.0;8.0;0.0;0.0;1.0;0.0;8.0;7.25;8.0;0.625;2.0;8.0;0.5;0.0;0.0;7.5;0.0;0.5;8.0;0.0;0.375;1.25;1.5;2.0;8.0;8.0;8.0;2.0;0.0;0.0;0.0;0.25;0.0;6.0;1.0;2.0;0.0;0.0;3.2923070504261465;0.25;8.0;0.0;2.0;0.0;7.0;0.0;1.0;1.0;False;0.0;0.4629100498862757;5.625;6.5;0.7071067811865476;8.0;8.0;8.0;1.0;0.5345224838248488;0.0;0.0;0.0;0.0;0.0;13.0;0.5345224838248488;1.0;0.0;3.0;0.7440238091428449;0.0;0.125;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.25;8.0;1.25;0.0;0.0;3.0;2.25;0.0;0.0;8.0;1.0;3.1167748898959178;0.0;0.7440238091428449;5.0;0.0;0.0;0.0;0.0;0.75;0.0;1.0;0.0;0.0;2.0;0.5;1.5;1.0;1.035098339013531;8.0;8.0;0.375;8.0;1.0;0.0;0.0;8.0;8.0;0.0;0.5175491695067657;1.0;2.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.3535533905932738;0.25;12.0;8.0;1.0;0.25;1.0;0.0;0.4629100498862757;0.0;1.0;0.5;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.772810520855837;0.7440238091428449
5.0;9.0;184.0;1.0;2.4239130434782608;0.0;0.0;1.0;11.0;0.0;0.0;1.0434782608695652;1.0;1.0;1.0;0.0;0.0;2.293891606589064;1.0;14.0;0.0;0.0;0.0;0.0;1.0;0.1269888114455728;0.0;5.0;184.0;184.0;0.0;0.0;0.0;0.0;184.0;16.0;184.0;4.983695652173913;10.0;184.0;0.0;0.0;3.0;28.0;0.0;0.043478260869565216;184.0;13.0;0.0;0.0;8.96195652173913;4.0;184.0;184.0;184.0;10.0;0.0;0.0;0.0;5.0;0.0;23.0;1.0;11.0;0.0;0.0;3.21382955426955;2.0;184.0;5.0;0.0;0.0;25.483695652173914;0.0;1.0;1.0;False;1.0;1.3959411516037463;13.293478260869565;26.0;0.6693045933142129;184.0;184.0;184.0;1.0;0.2044875497304741;0.0;0.0;1.0;5.0;0.0;40.0;0.0;5.0;0.0;0.0;0.2044875497304741;0.0;0.03260869565217391;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.8858695652173925;184.0;7.0;0.0;0.0;2.0;10.0;0.0;5.0;184.0;1.0;4.236164291769883;1.0;1.1841467862174435;15.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.10397196105753093;0.0;8.0;0.0;1.0;1.0;0.0;184.0;184.0;1.3641304347826086;184.0;1.0;0.0;0.0;184.0;184.0;0.0;0.0;6.0;1.0;0.0;0.0;184.0;1.0;0.0;0.0;0.010869565217391304;0.0;0.17809477163447354;4.983695652173913;27.0;184.0;11.0;0.4891304347826087;0.0;0.0;1.5416815157279655;0.0;0.0;0.016304347826086956;0.0;8.0;184.0;0.0;0.0;0.0;2.0;7.0;False;0.0;3.1938582588045894;1.5416815157279655
0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;8.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;8.0;1.0;0.0;7.0;1.0;1.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;9.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;1.0;7.0;0.0;1.0;9.0;False;0.0;0.0;8.0;7.0;0.0;1.0;1.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
1.0;2.0;6.0;0.0;0.5;0.0;0.0;2.333333333333333;3.25;0.6666666666666666;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.224744871391589;1.0;7.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;6.0;0.0;0.0;2.0;0.0;6.0;11.0;6.0;1.0;5.0;6.0;1.0;0.0;0.0;30.75;0.0;1.0;6.0;3.0;0.8333333333333334;1.0;2.5;0.0;6.0;6.0;6.0;3.0;0.0;0.0;0.0;0.75;0.0;8.25;1.0;3.0;0.0;0.0;4.88535225614967;0.0;6.0;0.0;1.0;0.0;20.33333333333333;0.0;1.0;1.0;False;0.0;0.9831920802501752;7.666666666666668;15.0;0.0;6.0;6.0;6.0;1.0;1.095445115010332;0.0;0.0;0.0;0.25;0.0;45.0;0.5163977794943223;1.0;0.5;3.0;1.095445115010332;0.0;0.16666666666666666;0.0;0.0;0.0;1.0;0.0;1.0;0.25;1.8333333333333333;6.0;2.75;0.0;0.0;3.0;4.5;0.0;0.0;6.0;9.0;16.194649322126946;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.25;0.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.095445115010332;6.0;6.0;0.0;6.0;1.0;0.0;0.0;6.0;6.0;0.0;0.983192080250175;1.5;3.0;0.0;0.0;6.0;1.0;2.0;0.0;0.0;0.0;0.40824829046386296;0.5;14.0;6.0;2.0;0.0;1.75;0.0;0.8366600265340756;0.0;1.0;0.0;0.0;3.0;6.0;0.0;3.2659863237109037;0.0;0.0;1.0;False;0.0;2.16794833886788;1.095445115010332
1.0;2.0;8.0;0.0;0.375;0.0;0.0;2.625;3.0;0.875;0.0;1.125;0.0;0.0;0.0;0.0;0.0;0.5175491695067657;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;8.0;4.25;8.0;0.625;3.0;8.0;0.0;0.0;1.0;10.0;0.0;0.125;8.0;1.0;0.125;0.25;2.125;0.0;8.0;8.0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;4.399675312695568;0.0;8.0;0.0;0.25;0.0;8.25;0.0;0.0;3.0;False;0.0;1.5118578920369088;5.25;7.0;0.0;8.0;8.0;8.0;1.0;0.3535533905932738;0.0;0.0;0.0;0.0;0.0;19.0;0.9910312089651148;0.0;0.0;1.0;0.3535533905932738;0.0;0.0;0.0;0.0;0.125;3.0;0.0;1.0;0.0;1.5;8.0;2.25;0.3535533905932738;0.0;2.0;2.25;0.0;0.0;8.0;4.0;5.444525428617;0.0;1.7677669529663689;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.4629100498862757;7.0;8.0;0.625;8.0;1.0;0.0;0.0;8.0;8.0;0.0;0.3535533905932738;1.5;1.0;1.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0;0.25;16.0;8.0;2.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.0;3.0;8.0;0.0;1.5059406173077154;0.0;0.0;1.0;False;0.0;1.807721533549109;1.0606601717798212
