Bugged;MHF;MIF;Aa;AIF;AHF
False;0.875;0.0;2.0;0.0;0.0
False;0.923076923;0.0;3.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.75;0.0;1.0;0.0;1.0
False;1.0;0.0;1.0;0.0;0.0
False;0.5;0.0;0.0;0.0;0.0
False;0.875;0.0;0.0;0.0;0.0
False;0.7142857140000001;0.0;7.0;0.0;0.0
False;1.0;0.0;2.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.857142857;0.0;6.0;0.0;0.833333333
False;1.0;0.0;1.0;0.0;0.0
False;0.8;0.0;1.0;0.0;1.0
False;0.5;0.0;0.0;0.0;0.0
False;0.6;0.0;4.0;0.0;0.5
False;1.0;0.0;0.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.944444444;0.0;0.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.952380952;0.0;4.0;0.0;0.75
False;1.0;0.0;0.0;0.0;0.0
False;0.538461538;0.0;4.0;0.0;0.0
False;0.538461538;0.0;4.0;0.0;0.0
False;0.5;0.0;1.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.14285714300000002;0.0;1.0;0.0;0.0
False;0.642857143;0.0;8.0;0.0;0.375
False;0.642857143;0.0;8.0;0.0;0.375
False;0.964705882;0.0;18.0;0.0;0.166666667
False;0.689655172;0.0;12.0;0.0;0.083333333
False;0.689655172;0.0;12.0;0.0;0.083333333
False;0.689655172;0.0;12.0;0.0;0.083333333
False;0.689655172;0.0;12.0;0.0;0.083333333
False;0.898876404;0.0;29.0;0.0;0.034482759
False;0.857142857;0.0;3.0;0.0;0.0
False;1.0;0.0;12.0;0.0;0.0
False;1.0;0.0;3.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;0.666666667;0.0;6.0;0.0;0.0
False;0.25;0.0;1.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.2;0.0;1.0;0.0;0.0
False;1.0;0.0;7.0;0.0;0.0
False;0.428571429;0.0;2.0;0.0;0.0
False;0.851851852;0.0;8.0;0.0;0.125
False;1.0;0.0;0.0;0.0;0.0
False;0.7142857140000001;0.0;2.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.875;0.0;2.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.291666667;0.0;3.0;0.0;0.0
False;0.818181818;0.0;1.0;0.0;0.0
False;0.818181818;0.0;1.0;0.0;0.0
False;0.818181818;0.0;1.0;0.0;0.0
False;0.818181818;0.0;1.0;0.0;0.0
False;0.75;0.0;6.0;0.0;0.0
False;0.642857143;0.0;4.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;2.0;0.0;0.0
False;1.0;0.0;2.0;0.0;0.0
False;1.0;0.0;2.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
